ano;sigla_uf;rede;diretoria;id_municipio;prop_aprovados_anos_inciais_ef;prop_reprovados_anos_iniciais_ef;prop_abandono_anos_iniciais_ef;prop_aprovados_anos_finais_ef;prop_reprovados_anos_finais_ef;prop_abandono_anos_finais_ef;prop_aprovados_em;prop_reprovados_em;prop_abandono_em
2011;SP;;;3515509;88.23529;11.76471;0;94.06931;5.823508;0.1071811;86.14971;13.0883;0.7619901
2011;SP;;;3516903;0;0;0;94.5946;5.405406;0;90.35533;9.64467;0
2011;SP;;;3518008;0;0;0;95.60439;3.296703;1.098901;88.33334;8.333333;3.333333
2011;SP;;;3520707;0;0;0;90.19608;9.803922;0;83.09859;16.19718;0.7042254
2011;SP;;;3528205;0;0;0;97.57281;2.427185;0;94.5946;5.405406;0
2011;SP;;;3528304;0;0;0;94.62366;5.376344;0;84.61539;15.38461;0
2011;SP;;;3529609;0;0;0;95.60439;4.395605;0;85.55556;7.222222;7.222222
2011;SP;;;3530003;0;0;0;100;0;0;95.16129;4.83871;0
2011;SP;;;3534757;0;0;0;89.12621;10.87379;0;81.35135;18.64865;0
2011;SP;;;3536901;0;0;0;100;0;0;98.7013;1.298701;0
2011;SP;;;3540408;0;0;0;94.57832;5.421687;0;89.74359;10.25641;0
2011;SP;;;3549201;0;0;0;96.77419;2.150538;1.075269;94.57365;3.875969;1.550388
2011;SP;;;3549250;0;0;0;98.82353;1.176471;0;97.53086;2.469136;0
2011;SP;;;3555307;0;0;0;100;0;0;95.2381;4.761905;0
2011;SP;;;3513207;0;0;0;0;0;0;78.5124;7.438016;14.04959
2011;SP;;;3516200;97.60923;2.349547;0.04122011;93.46911;3.613758;2.91713;82.65784;7.791054;9.551106
2011;SP;;;3523701;0;0;0;87.55656;4.977376;7.466063;79.21568;7.843137;12.94118
2011;SP;;;3525409;0;0;0;0;0;0;82.31707;2.439024;15.2439
2011;SP;;;3536307;0;0;0;90.2439;3.547672;6.208426;83.46774;4.83871;11.69355
2011;SP;;;3537008;97.28261;2.173913;0.5434783;92.16044;3.737466;4.102097;82.42812;7.507987;10.0639
2011;SP;;;3542701;0;0;0;0;0;0;80.71429;14.64286;4.642857
2011;SP;;;3543105;0;0;0;0;0;0;95;0;5
2011;SP;;;3543600;0;0;0;94.29658;3.041825;2.661597;84.81013;6.329114;8.86076
2011;SP;;;3549508;0;0;0;85.48124;11.25612;3.262643;75.70621;15.25424;9.039548
2011;SP;;;3502507;0;0;0;91.44736;7.894737;0.6578947;86.26302;9.375;4.361979
2011;SP;;;3503158;0;0;0;0;0;0;89.34426;1.639344;9.016394
2011;SP;;;3503505;0;0;0;0;0;0;81.95122;18.04878;0
2011;SP;;;3504909;0;0;0;0;0;0;83.79531;15.77825;0.4264392
2011;SP;;;3508603;0;0;0;84.52381;14.79592;0.6802721;72.8169;21.83099;5.352113
2011;SP;;;3509957;0;0;0;0;0;0;57.70751;32.01581;10.27668
2011;SP;;;3513405;0;0;0;85.2526;13.26152;1.485884;82.22305;15.38174;2.39521
2011;SP;;;3513603;80.85107;19.14894;0;93.33768;3.919007;2.743305;77.66798;17.09486;5.237154
2011;SP;;;3518404;100;0;0;85.83673;12.95918;1.204082;70.77673;25.48065;3.74263
2011;SP;;;3526605;0;0;0;94.8718;5.128205;0;78.88889;20.74074;0.3703704
2011;SP;;;3527207;0;0;0;83.82353;13.71409;2.46238;76.47059;18.48172;5.047695
2011;SP;;;3538501;0;0;0;84.95441;10.18237;4.863222;81.3253;11.44578;7.228916
2011;SP;;;3540754;0;0;0;0;0;0;58.30116;25.09653;16.60232
2011;SP;;;3541901;0;0;0;85.86957;7.065217;7.065217;71.94805;13.24675;14.80519
2011;SP;;;3544301;0;0;0;0;0;0;71.85185;14.5679;13.58025
2011;SP;;;3549607;0;0;0;0;0;0;84.90566;13.83648;1.257862
2011;SP;;;3552007;0;0;0;88.96797;7.117438;3.914591;84.04908;7.361963;8.588957
2011;SP;;;3518800;94.73325;4.914989;0.3517686;88.74112;9.215;2.043879;76.65078;18.57213;4.777092
2011;SP;;;3515103;98.49056;1.509434;0;93.51603;5.872278;0.6116956;79.49693;16.64229;3.860778
2011;SP;;;3522208;95.89041;3.938356;0.1712329;89.58197;9.199319;1.218713;77.80642;19.20351;2.990076
2011;SP;;;3526209;91.12426;8.579882;0.295858;91.32948;6.647399;2.023121;78.99263;15.41769;5.589681
2011;SP;;;3549953;0;0;0;87.38739;11.71171;0.9009009;80.19802;14.42716;5.374823
2011;SP;;;3500758;0;0;0;94.00922;5.529954;0.4608295;90.17094;9.40171;0.4273504
